moviechrono_id;"movie,""chapter"",""character"",""dialog""";
629;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Of course it is happening inside your head, Harry. But why should that mean that it is not real?""";
630;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Bellatrix Lestrange"",""My lord, let me help you --""";
631;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Voldemort"",""I do not require assistance.""";
632;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Bellatrix Lestrange"",""The boy. Is he dead?""";
633;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Narcissa Malfoy"",""Is he alive? Draco?""";
634;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Sorting Hat"",""Don't despair, Longbottom. I put you in Gryffindor for good reason...""";
635;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Ginny Weasley"",""Who's that?""";
636;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Ginny Weasley"",""... Hagrid's carrying?""";
637;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Ginny Weasley"",""Neville, who is that?""";
638;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Arthur Weasley"",""What's going on here, Neville?""";
639;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Voldemort"",""Behold, Nagini. Our work is done.""";
640;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Ginny Weasley"",""No... NO!""";
641;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Voldemort"",""Stupid girl. You cry for that?""";
642;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Voldemort"",""While your hands ran dark with the blood of mothers and sons, fathers and daughters, brothers and sisters, his were clasped in prayer -- but it was a prayer for one and one only. While you battled courageously, until you could no longer will yourself to stand, he had long since fallen to his knees. While you cursed me until your voices grew ragged, he begged me for mercy in a voice as meek as a child's.""";
643;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Voldemort"",""So do not cry for that. He's not worthy of your tears. And do not despair of his betrayal. You were never in his heart. Not for one single solitary beat.""";
644;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Ron Weasley"",""Liar!""";
645;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Voldemort"",""Did you not hear me! Harry Potter is dead! From this day forward, you put your faith in me or suffer the consequences. HARRY POTTER Is""";
646;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Voldemort"",""Now is the time to declare yourself.""";
647;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Lucius Malfoy"",""Draco...""";
648;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Lucius Malfoy"",""Draco, don't be stupid --""";
649;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Narcissa Malfoy"",""Come, Draco.""";
650;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Ron Weasley"",""He saved your life.""";
651;"Harry Potter and the Deathly Hallows Part 2,""Declare Yourself"",""Voldemort"",""Well done, Draco. Who will be next? Hm? Come now, don't be shy.""";
652;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Well, I must say, I'd hoped for better. Is this truly the best Hogwarts has to offer?""";
653;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Who might you be, young man?""";
654;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Neville Longbottom"",""Neville Longbottom.""";
655;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Well, welcome, Neville. I'm sure we can find a place for you in our ranks.""";
656;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Bellatrix Lestrange"",""Someone has to do the washing.""";
657;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Now, now, Bellatrix. Let's not underestimate our young friend. By stepping forward, he lives to see another day...""";
658;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Neville Longbottom"",""I'd like to say something.""";
659;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Very well, Neville. I'm sure we'd all be fascinated to hear what you have to say.""";
660;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Neville Longbottom"",""It doesn't matter that Harry is gone. A troubled MURMUR ripples through the crowd.""";
661;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Neville Longbottom"",""This isn't over.""";
662;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Draco Malfoy"",""Potter! Harry turns. Draco's hand whips forward and -- to Harry's shock -- tosses him his wand. Ron GRINS.""";
663;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Ron Weasley"",""Well done, Malfoy!""";
664;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Harry Potter"",""Confringo!""";
665;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Harry Potter"",""The snake! We've got to kill the snake!""";
666;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Neville Longbottom"",""Harry! Look out!""";
667;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Nagini! With me!""";
668;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Leave her!""";
669;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""I said LEAVE HER!""";
670;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Nagini""";
671;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Die! Die""";
672;"Harry Potter and the Deathly Hallows Part 2,""Not Over"",""Voldemort"",""Why do you live!""";
673;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Harry Potter"",""Because I have something worth living for.""";
674;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Harry Potter"",""Confringo!""";
675;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Bellatrix Lestrange"",""Come on, granny, give us your best.""";
676;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Molly Weasley"",""Back off, boys! She's mine!  You will never touch my chiidren again!""";
677;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Bellatrix Lestrange"",""Be thankful we only took one. Besides...""";
678;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Ron Weasley"",""Hermione!""";
679;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Hermione Granger"",""Yes!""";
680;"Harry Potter and the Deathly Hallows Part 2,""The Wand's Choice"",""Hermione Granger"",""I don't want you to say anything you wouldn't say if we weren't about to be killed by a giant snake! It'll just ruin it!""";
681;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""You were right.""";
682;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""When you told Professor Snape it was failing you. It will always fail you.""";
683;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Voldemort"",""It belongs to me! I killed Snape!""";
684;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""Together.""";
685;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Hermione Granger"",""What's the matter with her?""";
686;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Sybill Trelawney"",""There's more to me than incense and tea leaves, Mr. Finnegan.""";
687;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""I told you: it's useless to you.""";
688;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Ron Weasley"",""Not exactly leaving the place better than we found it, are we?""";
689;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Hermione Granger"",""Can't make an omelette without breaking a few eggs.""";
690;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Hermione Granger"",""Something my mum used to say.""";
691;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Hermione Granger"",""Why didn't it work for him? The Elder wand.""";
692;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""Because it answers to another.""";
693;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""When he killed Snape, he thought the wand would become his. But the thing is... it never belonged to Snape.""";
694;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Ron Weasley"",""But that means...""";
695;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""It answers to me.""";
696;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Ron Weasley"",""What do you reckon we should do with it?""";
697;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Hermione Granger"",""We?""";
698;"Harry Potter and the Deathly Hallows Part 2,""The Wizard's Choice"",""Harry Potter"",""Well, it wasn't boring, was it?""";
699;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""Together?""";
700;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Hermione Granger"",""Don't forget to give Professor Longbottom our best.""";
701;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Albus Potter"",""Will there really be thestrals pulling the carriages?""";
702;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""There's nothing scary about thestrals. They're gentle things. Anyway, you won't be going up to school in the carriages. You/'be going in the boats, remember?""";
703;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Albus Potter"",""Dad?""";
704;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""Yes?""";
705;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Albus Potter"",""What if I'm put in Slytherin?""";
706;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""Albus Severus Potter. You were named after two Headmasters of Hogwarts. One of them was a Slytherin. And he was probably the bravest man I ever knew.""";
707;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Albus Potter"",""But just say I am --""";
708;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""Then Slytherin House will have gained a wonderful wizard. But listen, if it means so much to you, you can choose Gryffindor. The Sorting Hat takes your choice into account.""";
709;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Albus Potter"",""Really?""";
710;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""Really.""";
711;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Harry Potter"",""Ready?""";
712;"Harry Potter and the Deathly Hallows Part 2,""Nineteen Years Later"",""Albus Potter"",""Ready.""";
