moviechrono_id;"movie,""chapter"",""character"",""dialog""";;;
634;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""I have a witness right here!""";;;
635;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Correct again. I must confess that I was, however, under the impression that this young girl only told you a meeting was going on tonight.""";;;
636;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""Let's ask her, shall we?""";;;
637;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""You can shake your head for an""";;;
638;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""What do you mean by shaking your head, girl?""";;;
639;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""But what about Potter? He was the""";;;
640;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""Why are you shaking your head, girl?""";;;
641;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Again, I cannot have you manhandling my students, Professor Umbridge.""";;;
642;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""My apologies, Headmaster. I forgot myself.""";;;
643;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""Well, what about the meeting tonight?""";;;
644;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""So, Dumbledore, you've been behind this whole thing.""";;;
645;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Well, Minister. You've caught me.""";;;
646;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""This has all been your doing! You've been recruiting students for your army!""";;;
647;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Quite correct, Cornelius.""";;;
648;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""I knew it! I KNEW it! You've been plotting against me all this time!""";;;
649;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""This is too good to be true!""";;;
650;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Harry Potter"",""Professor, no!""";;;
651;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Quiet, Harry!""";;;
652;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""Yes, shut up, Potter. So, you'll be coming with us to the Ministry--""";;;
653;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Ah, yes. I was wondering when we'd hit that little snag.""";;;
654;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""I see no snag, Dumbledore.""";;;
655;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""But I do. You seem to be laboring under the delusion that I would 'come quietly.'""";;;
656;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""Resisting arrest, now are you, Dumbledore?""";;;
657;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""You would really take on two Aurors, Dolores, and myself, Dumbledore?""";;;
658;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Naturally. All of you did rather well on your spellwork at this school, but if you attempt to take me in by force, I'm afraid I shall have to hurt you.""";;;
659;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Are you all right?""";;;
660;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Minerva McGonagall"",""Yes, we're fine.""";;;
661;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""I'm not going into hiding. Fudge will soon regret removing me from Hogwarts.""";;;
662;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Harry Potter"",""I'm so sorry, Professor!""";;;
663;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""It's fine. Now listen to me, Harry. Keep studying Occlumency! Do everything Professor Snape tells you.""";;;
664;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Close your mind! You will understand, in time. Fudge is stirring.""";;;
665;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Lay back down. They must not think we have had time to talk.""";;;
666;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Cornelius Fudge"",""Find him!""";;;
667;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""""""By Order of the Ministry of Magic: Dolores Jane Umbridge will replace Albus Dumbledore as Head of Hogwarts School of Witchcraft and Wizardry.""""""";;;
668;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""My first act as your new Headmistress is to form an Inquisitional Squad, lead by Draco Malfoy. They will report directly to me about the goings on in the halls of this school.""";;;
669;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""Furthermore, our good caretaker, Mr. Filch has requested we reinstate the 'old punishments.' I have decided that there is no reason we shouldn't.""";;;
670;"Harry Potter and the Order of the Phoenix,""Grawp"",""Harry Potter"",""Are you sure you can't? Hagrid said it was important.""";;;
671;"Harry Potter and the Order of the Phoenix,""Grawp"",""Ron Weasley"",""No way. Quidditch practice. If I don't show up, Angelina'll go mad.""";;;
672;"Harry Potter and the Order of the Phoenix,""Grawp"",""Hermione Granger"",""Hagrid...we've been walking for a good hour.""";;;
673;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Its jus' up ahead, here.""";;;
674;"Harry Potter and the Order of the Phoenix,""Grawp"",""Harry Potter"",""Could you tell us what it is, Hagrid, please?""";;;
675;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""All righ'. Well, I'm showin' yeh this, because tha' Umbridge woman put me on probation. I can' last much longer afore I get sacked like Trelawney.""";;;
676;"Harry Potter and the Order of the Phoenix,""Grawp"",""Hermione Granger"",""We won't let her!""";;;
677;"Harry Potter and the Order of the Phoenix,""Grawp"",""Hermione Granger"",""Of course we'll help.""";;;
678;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Knew yeh'd say yes!""";;;
679;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Okay, real quiet like from here on.""";;;
680;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""There we are!""";;;
681;"Harry Potter and the Order of the Phoenix,""Grawp"",""Hermione Granger"",""Hagrid, I thought none of them wanted to come!""";;;
682;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""None o' them did, Hermione! I didn' have much ruddy choice inna matter! I couldn' leave 'im!""";;;
683;"Harry Potter and the Order of the Phoenix,""Grawp"",""Hermione Granger"",""Oh, why, Hagrid? Why?""";;;
684;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""He's me brother!""";;;
685;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Well, half-brother anyway. Me mum had 'im afore she died.""";;;
686;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Here. I'll introduce yeh to Grawp!""";;;
687;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Yeh all righ', Grawp?""";;;
688;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Look wha' I brough' yeh, Grawpy! Two new friends an' all. We 'ave Harry Potter here, see? An' over here is Hermy.""";;;
689;"Harry Potter and the Order of the Phoenix,""Grawp"",""Grawp"",""Hermy!""";;;
690;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Bad Grawpy! Bad boy!""";;;
691;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""We don' attack our friends, Grawpy!""";;;
692;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""See, he don' know any better.""";;;
693;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Anyway, all yeh need teh do is go an' talk to 'im. Give 'ima bit o' company.""";;;
694;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Oh blimey...""";;;
695;"Harry Potter and the Order of the Phoenix,""Grawp"",""Bane"",""I thought we told you that you were no longer welcome in this place, Hagrid. You or that beast you brought from afar.""";;;
696;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""S'not up to you who comes and goes in this forest.""";;;
697;"Harry Potter and the Order of the Phoenix,""Grawp"",""Bane"",""You stopped us from invoking our punishments on Firenze for becoming the servant of the humans at""";;;
698;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Stopped yeh from committin' murder, yeh mean!""";;;
699;"Harry Potter and the Order of the Phoenix,""Grawp"",""Rubeus Hagrid"",""Well, you'll tolerate 'im as long as he's here!""";;;
700;"Harry Potter and the Order of the Phoenix,""Grawp"",""Bane"",""We allow you to pass this time, Hagrid, because you have young with you. But the next time you enter this forest, your life is forfeit.""";;;
701;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Have you been practicing, Potter?""";;;
702;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Harry Potter"",""Yeah.""";;;
703;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Well, we shall see, won't we?""";;;
704;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Sirius Black"",""Put that away, James.""";;;
705;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Sirius Black"",""I'm bored. Wish it was full moon.""";;;
706;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Remus Lupin"",""Easy for you to say.""";;;
707;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""This should cheer you up, Sirius. Look. Sirius grins.""";;;
708;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""All right, there, Snivellus?""";;;
709;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Sirius Black"",""Expelliarmus!""";;;
710;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Impedimenta!""";;;
711;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""You just wait...""";;;
712;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""And now, the moment you've all been waiting for--""";;;
713;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""Leave him alone, James Potter!""";;;
714;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Another charity case, Lily?""";;;
715;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""What has he done to you?""";;;
716;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Nothing. It's more the fact that he exists, you see...""";;;
717;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Semper-——""";;;
718;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Levicorpus!""";;;
719;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""Leave him alone, Potter!""";;;
720;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""I will if you go out with me.""";;;
721;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""I wouldn't go out with you if it were a choice between you and the giant squid! Now let him down.""";;;
722;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Sirius Black"",""Locomotor mortis!""";;;
723;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""I said, leave him alone!""";;;
724;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Don't make me hex you, Lily.""";;;
725;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""Then let him go!""";;;
726;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Fine!""";;;
727;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""You're lucky Lily was here, Snivellus!""";;;
728;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""I don't need help from a mud-blood like her!""";;;
729;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Apologize to her! Now!""";;;
730;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""Don't make him apologize. Honestly, you're as bad as he is!""";;;
731;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""I would never call you that.""";;;
732;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Lily Potter"",""You make me sick, Potter.""";;;
733;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""James Potter"",""Lily! Hey Lily!""";;;
734;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Having fun, Potter?""";;;
735;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Been enjoying yourself?""";;;
736;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Harry Potter"",""No!""";;;
737;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Amusing man, your father...""";;;
738;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Harry Potter"",""I--sorry!""";;;
739;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""You will repeat what you saw to no""";;;
740;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Harry Potter"",""No, of course not!""";;;
741;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""You had better not, Potter, or you will experience a pain so horrible you will wish you had never been born!""";;;
742;"Harry Potter and the Order of the Phoenix,""Snape's Worst Memory"",""Severus Snape"",""Now get out of my sight! Do not set foot in this office ever again!""";;;
743;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Voldemort"",""Can you reach it? Can you take it for me, Black?""";;;
744;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Sirius Black"",""I would rather die!""";;;
745;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Voldemort"",""Oh, you will die. Eventually. But there are hours, even days of pain awaiting you before then.""";;;
746;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Voldemort"",""I'm going to enjoy this, Black. I have you, and soon I shall have the weapon. And then not even your pathetic Order can stand in my way! Voldemort laughs, a horrible spine-chilling laugh.""";;;
747;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Griselda Marchbanks"",""Are you all right, Potter?""";;;
748;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Griselda Marchbanks"",""Pressure of exams. It happens. Take a breath, and maybe you'll be ready to go back in. Time is nearly up, but--—""";;;
749;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""No--no, I've done all I can.""";;;
750;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Ron Weasley"",""You all right?""";;;
751;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""Voldemort! He's got Sirius! In the Department of Mysteries!""";;;
752;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""How do you know?""";;;
753;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""I just saw it.""";;;
754;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""How're we going to get there?""";;;
755;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Ron Weasley"",""To the Department of Mysteries?""";;;
756;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""We've got to do something!""";;;
757;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""How'd Voldemort get into the Ministry of Magic without being seen? I mean, he and Sirius are the two most wanted wizards in the world...""";;;
758;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Ron Weasley"",""Yeah. They can't just waltz into the Ministry of Magic!""";;;
759;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""It just seems so unlikely, Harry!""";;;
760;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""I won't let Sirius die!""";;;
761;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Ginny Weasley"",""We heard Harry yelling. What's up?""";;;
762;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""Voldemort's broken into the Department of Mysteries. He's got Sirius there!""";;;
763;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""Think, Harry! Voldemort knows you! He knows you'd rush off to save Sirius.""";;;
764;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""There isn't anyone else, Hermione! Everyone from the Order is gone!""";;;
765;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Ginny Weasley"",""Anything we can do to help?""";;;
766;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""No, there isn't!""";;;
767;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""Yes, they can, Harry.""";;;
768;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""How?""";;;
769;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""Before we do anything, we need to establish that Sirius really isn't at Headquarters. Which means we'll need to break into Umbridge's office.""";;;
770;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Might be able to.""";;;
771;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Just give us a few seconds.""";;;
772;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""Mind you, it's got to be really good!""";;;
773;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""It's been too quiet around here""";;;
774;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Time we did some real damage to this place.""";;;
775;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""We'll also need to keep everyone away from her office.""";;;
776;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Ginny Weasley"",""We can do that! Me and Luna'll guard the hallway.""";;;
777;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""We'll probably only manage five minutes or so.""";;;
778;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""That's all we'll need.""";;;
779;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Right. You've got ten minutes to get to Umbridge's office. And whatever you do, stay away from the Astronomy Tower for the next couple of hours.""";;;
780;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Unless they spread, in which case, I'd get out of the castle for a while.""";;;
781;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Hermione Granger"",""Break out your Invisibility Cloak, Harry.""";;;
782;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Argus Filch"",""Professor! It's those Weasley twins! They've set something off in the Astronomy Tower!""";;;
783;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Dolores Umbridge"",""Ready to try out the old punishments again?""";;;
784;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""Grimmauld Place!""";;;
785;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""That was worth it!""";;;
786;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Argus Filch"",""I've got you now!""";;;
787;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Thank you for playing, one and all.""";;;
788;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""And now, we've got to go!""";;;
789;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""Sirius! Lupin? Hello?""";;;
790;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Kreacher"",""What's this? The Potter boy in the fire...""";;;
791;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""Kreacher, where's Sirius?""";;;
792;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Kreacher"",""Master went out.""";;;
793;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Dolores Umbridge"",""So, turning a hallway into a swamp is funny, is it?""";;;
794;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Fairly amusing, yeah.""";;;
795;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Dolores Umbridge"",""Well, now you're going to learn what happens to wrongdoers in my school.""";;;
796;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""This was never your school! Hogwarts is Dumbledore's school!""";;;
797;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Dolores Umbridge"",""Well, now you're going to get your""";;;
798;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""You know, I don't think we are.""";;;
799;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""George, I think we've outgrown full- time education. Wouldn't you agree?""";;;
800;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Completely, Fred.""";;;
801;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Time to enter the real world?""";;;
802;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Definitely.""";;;
803;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Accio brooms!""";;;
804;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Accio brooms!""";;;
805;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""We won't be seeing you.""";;;
806;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""George Weasley"",""Yeah, don't bother writing.""";;;
807;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Fred Weasley"",""Be sure to visit us at our new premises on Diagon Alley!""";;;
808;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Harry Potter"",""You know where he is, don't you?""";;;
809;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Kreacher"",""Master does not tell Kreacher where he goes.""";;;
810;"Harry Potter and the Order of the Phoenix,""Out of the Fire"",""Kreacher"",""Master will never return from the Department of Mysteries!""";;;
811;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""You think you could simply walk into my office without me knowing about it? Foolish boy!""";;;
812;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Accio wand!""";;;
813;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Who were you trying to contact?""";;;
814;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Harry Potter"",""It's none of your business.""";;;
815;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Draco, would you fetch Professor Snape, please?""";;;
816;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Very well, Potter. I have been patient enough with you.""";;;
817;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Severus Snape"",""You wished to see me?""";;;
818;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""I have just caught Potter trying to communicate with someone in my fire. I need some Veritaserum. Truth syrum.""";;;
819;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Severus Snape"",""Well, it appears that I cannot help you. I have none.""";;;
820;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Harry Potter"",""He's got Padfoot at the place it's hidden!""";;;
821;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Severus Snape"",""Potter, if I want nonsense shouted at me, I shall inform you. He sweeps from the office. Umbridge is enraged.""";;;
822;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""We've played nicely, Potter. You""";;;
823;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""You could have saved me a lot of trouble if those Dementors I sent to your house had finished you off!""";;;
824;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Harry Potter"",""You sent the Dementors?""";;;
825;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Of course I did! Someone had to act!""";;;
826;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Hermione Granger"",""No! Please, stop!""";;;
827;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Well, well.""";;;
828;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Harry Potter"",""Hermione, no!""";;;
829;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Hermione Granger"",""We have to tell her, Harry...""";;;
830;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Harry Potter"",""I would rather die!""";;;
831;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Shut up, Potter! Now talk, you silly girl! Who were you talking to?""";;;
832;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Hermione Granger"",""We were trying to find Professor Dumbledore. We had to tell him...""";;;
833;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Tell him?""";;;
834;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Hermione Granger"",""That it's ready. The weapon.""";;;
835;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""You and Mr. Potter will take me to it.""";;;
836;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Much further, is it?""";;;
837;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Hermione Granger"",""Oh, yes. It's very well hidden.""";;;
838;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Magorian"",""What are you doing in our forest?""";;;
839;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Your forest? This forest belongs to the Ministry of Magic!""";;;
840;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Stay back, you beasts!""";;;
841;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""You cannot attack me! Any attack on a wizard by a half-breed--""";;;
842;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Hermione Granger"",""Don't call them that!""";;;
843;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Magorian"",""You dare to insult us?""";;;
844;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Come no closer!""";;;
845;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Incarcerus!""";;;
846;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Dolores Umbridge"",""Ingrates! Animals! Filthy half- bloods!""";;;
847;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Centaur"",""What of these two?""";;;
848;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Centaur"",""They have been here with Hagrid. They have heard the warnings and disobeyed. They must suffer the consequences!""";;;
849;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Draco Malfoy"",""God, I can't wait until all you Weasleys have been expelled. Your stench has been fouling this castle for too long.""";;;
850;"Harry Potter and the Order of the Phoenix,""Fight and Flight"",""Ron Weasley"",""Shut up, Malfoy!""";;;
